시군명,설립구분명,시설명,전화번호,팩스번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
동두천시,공립,소요초등학교병설유치원,031-865-9275,031-865-9274,경기도 동두천시 상봉암동 237-2번지 소요초등학교,경기도 동두천시 봉동로 64,11301,37.9483254622,127.0542270495
동두천시,공립,이담초등학교병설유치원,031-859-9763,031-859-9762,경기도 동두천시 지행동 717-7번지 이담초등학교,경기도 동두천시 이담로 21,11349,37.8893881060,127.0509234605
동두천시,공립,지행초등학교병설유치원,031-862-0874,031-862-0873,경기도 동두천시 지행동 322-10번지 지행초등학교,경기도 동두천시 행선로 40,11364,37.8916356436,127.0615089349
동두천시,사립,숲속연세유치원,031-865-8451,031-861-0449,경기도 동두천시 생연동 14번지,경기도 동두천시 삼육사로 1146-12,11359,37.8937185009,127.0746983434
동두천시,사립,신흥유치원,031-865-5264,031-867-6352,경기도 동두천시 생연동 511-1번지,경기도 동두천시 동광로 146,11313,37.9125737367,127.0605930681
동두천시,사립,예림유치원,031-863-0318,031-864-0319,경기도 동두천시 생연동 507-5번지,경기도 동두천시 평화로 2516,11312,37.9122687005,127.0579205014
동두천시,사립,파랑새유치원,031-866-7714,031-866-7713,경기도 동두천시 지행동 327번지,경기도 동두천시 행선로 47,11362,37.8926362113,127.0604297121
동두천시,사립,효성유치원,031-864-4302,031-864-4325,경기도 동두천시 생연동 613번지 효성유치원,경기도 동두천시 동광로 64,11329,37.9081346978,127.0551429047
동두천시,공립,동두천신천초등학교병설유치원,031-858-8974,031-858-8971,경기도 동두천시 지행동 685번지 동두천신천초등학교,경기도 동두천시 생연로9번길 20,11348,37.8939931013,127.0478114013
부천시,사립,연세유치원,032-613-1700,050-4012-2110,경기도 부천시 심곡동 427-10번지,경기도 부천시 장말로343번길 8,14631,37.4907101462,126.7804316183
부천시,사립,예능영재유치원,032-673-8283,032-673-3932,경기도 부천시 원종동 361-16번지,경기도 부천시 삼작로416번길 14,14472,37.5192027956,126.8078005063
부천시,사립,은세유치원,032-662-0832,032-662-0833,경기도 부천시 심곡본동 617-157번지,경기도 부천시 심곡로67번길 70-10,14748,37.4766781590,126.7785739315
부천시,사립,은조유치원,032-321-1623,032-321-1632,경기도 부천시 상동 525-3번지 라일락마을,,14508,37.5111170281,126.7531015706
부천시,사립,중동반석유치원,032-324-7771,032-324-7775,경기도 부천시 중동 1030-1번지,경기도 부천시 계남로 106-1,14537,37.5082327768,126.7612430819
부천시,사립,중동샛별유치원,032-322-9977,032-326-3184,경기도 부천시 중동 1077번지 중동샛별,경기도 부천시 신흥로238번길 34,14534,37.5043725621,126.7774619444
부천시,사립,진명유치원,032-678-2926,032-675-2926,경기도 부천시 작동 64-7번지 어깨동무어린이집,경기도 부천시 성오로 12-1,14474,37.5156206301,126.8046540231
부천시,사립,청심유치원,032-320-5882,032-320-5877,경기도 부천시 상동 557-1번지,경기도 부천시 조마루로85번길 18,14589,37.5009545057,126.7534068406
부천시,사립,한사랑유치원,032-671-7942,032-681-7942,경기도 부천시 오정동 137-25번지,경기도 부천시 성오로142번길 29,14428,37.5270905367,126.7995441979
부천시,사립,행복한유치원,032-684-6847,032-681-6847,경기도 부천시 도당동 113-15번지,경기도 부천시 성곡로97번길 50,14459,37.5215647378,126.7928285337
부천시,사립,혜성유치원,032-344-3614,032-344-3615,경기도 부천시 괴안동 110-17번지,경기도 부천시 범안로7번길 53,14682,37.4820734776,126.8081345053
부천시,공립,고강초등학교병설유치원,070-7099-0172,032-6616-6177,"경기도 부천시 역곡로 482, 고강초등학교병설유치원 (고강동) ",,14408,,
부천시,공립,까치울초등학교병설유치원,070-701-5277,032-681-8475,경기도 부천시 작동 125-6번지 까치울초등학교 병설유치원,경기도 부천시 역곡로324번길 14,14476,37.5136176229,126.8139342079
부천시,공립,동산초등학교병설유치원,070-7099-0304,032-684-0875,경기도 부천시 오정동 727번지 동산초등학교,경기도 부천시 오정로251번길 50,14442,37.5310383004,126.7851880081
부천시,공립,복사초등학교병설유치원,032-346-0169,032-346-8122,경기도 부천시 소사본동 405번지 복사초등학교 병설유치원,경기도 부천시 소사로 96,14774,37.4673446053,126.7988809440
부천시,공립,부명초등학교병설유치원,070-7096-6705,032-323-4183,경기도 부천시 중동 1176-1번지 부명초등학교 병설유치원,경기도 부천시 조마루로 200,14584,37.4981228154,126.7652675592
부천시,공립,부인초등학교병설유치원,070-7099-8069,032-322-0134,경기도 부천시 상동 398-3번지 부인초등학교,경기도 부천시 신상로 16,14598,37.4893485806,126.7486398968
부천시,공립,부천남초등학교병설유치원,070-7015-1973,032-611-1712,경기도 부천시 심곡본동 731번지,경기도 부천시 성주로270번길 16-1,14750,37.4815423602,126.7827426104
부천시,공립,부천동초등학교병설유치원,070-709-6623,032-342-4079,경기도 부천시 역곡동 31번지,경기도 부천시 지봉로51번길 22,14663,37.4878153768,126.8042639322
부천시,공립,부천두리유치원,070-7099-3085,032-612-4629,경기도 부천시 심곡동 300번지,경기도 부천시 장말로 309,14612,37.4916754781,126.7763580474
부천시,공립,부천북초등학교병설유치원,070-7099-3917,032-665-2720,경기도 부천시 원미동 99-1번지 부천북초등학교 병설유치원,경기도 부천시 원미로131번길 35,14568,37.4936811527,126.7889602160
부천시,공립,부천삼정초등학교병설유치원,070-7014-3405,032-683-7837,경기도 부천시 삼정동 301번지,경기도 부천시 중동로 436,14492,37.5183968609,126.7706893909
부천시,공립,부천송일초등학교병설유치원,070-7010-2608,032-654-8417,경기도 부천시 송내동 400-34번지 부천송일초등학교,경기도 부천시 경인로60번길 10,14728,37.4830955727,126.7614710382
부천시,공립,부천양지초등학교병설유치원,070-7099-0606,032-349-5624,경기도 부천시 괴안동 42-17번지 부천양지초등학교,경기도 부천시 안곡로 130,14686,37.4804550157,126.8157701464
부천시,공립,부천여월초등학교병설유치원,032-676-4047,032-672-5668,경기도 부천시 여월동 47번지,경기도 부천시 성곡로63번길 23,14485,37.5178417362,126.7968545425
부천시,공립,부천원일초등학교병설유치원,070-709-6689,032-672-6897,경기도 부천시 원종동 104-3번지 부천원일초등학교,경기도 부천시 소사로819번길 46,14425,37.5300334408,126.8028736373
부천시,공립,부천일신초등학교병설유치원,070-7099-4706,032-346-0257,경기도 부천시 범박동 153-8번지 부천일신초등학교,경기도 부천시 범안로96번길 26,14776,37.4734585248,126.8072637818
부천시,공립,부천중앙초등학교병설유치원,070-709-6631,032-611-1795,경기도 부천시 중동 1099-1번지 부천중앙초등학교 병설유치원,경기도 부천시 옥산로 30,14575,37.4961195482,126.7822701183
부천시,공립,부천중원초등학교병설유치원,070-7096-6506,032-326-0459,경기도 부천시 중동 1026번지,경기도 부천시 석천로 273,14510,37.5116436049,126.7637430246
부천시,공립,상도초등학교병설유치원,070-709-9556,032-322-4093,경기도 부천시 상동 418번지 상도초등학교,경기도 부천시 장말로 149,14600,37.4941187523,126.7590495987
부천시,공립,상원초등학교병설유치원,032-321-3824,032-321-3834,경기도 부천시 상동 570-7번지 상원초등학교 병설유치원,경기도 부천시 부흥로 93,14590,37.4979270776,126.7533603698
부천시,공립,상지초등학교병설유치원,070-7096-7105,032-611-3853,경기도 부천시 중동 758번지 상지초등학교,경기도 부천시 장말로 189,14607,37.4934520322,126.7634618030
부천시,공립,성곡초등학교병설유치원,070-7096-7972,032-674-9302,경기도 부천시 여월동 325번지,경기도 부천시 여월로 75,14474,37.5126759788,126.8056005988
부천시,공립,성주초등학교병설유치원,032-611-3943,032-662-3342,경기도 부천시 송내동 486번지 성주초등학교 병설유치원,경기도 부천시 성주로 118,14746,37.4789032354,126.7690818851
부천시,공립,소안초등학교병설유치원,070-7099-3007,032-351-4575,경기도 부천시 소사본동 409-9번지 소안초등학교 병설 유치원,경기도 부천시 소사동로72번길 29,14772,37.4722103485,126.8043843630
부천시,공립,송내초등학교병설유치원,070-7099-3567,032-323-4653,경기도 부천시 상동 430번지,경기도 부천시 석천로 27,14622,37.4902627880,126.7591865134
부천시,공립,약대초등학교병설유치원,070-7094-9979,032-678-0654,경기도 부천시 약대동 112번지 약대초등학교,경기도 부천시 수도로66번길 14,14517,37.5136712775,126.7730453750
부천시,공립,옥길버들초등학교병설유치원,070-7013-9205,032-345-5945,경기도 부천시 옥길동 747-1번지 엘에이치옥길헤일라움,,14786,37.4646283573,126.8240724207
부천시,공립,옥길유치원,070-709-4290,032-344-0558,경기도 부천시 옥길동 711-3번지 옥길유치원,경기도 부천시 양지로166번길 56,14788,37.4681775879,126.8177676448
부천시,공립,원미초등학교병설유치원,070-709-6662,032-662-9310,경기도 부천시 심곡동 184번지 원미초등학교,경기도 부천시 부흥로 423,14573,37.4889570771,126.7873793848
부천시,공립,중동초등학교병설유치원,070-701-6417,032-612-5596,경기도 부천시 중동 1290번지,경기도 부천시 심중로75번길 37,14613,37.4897606337,126.7692968092
부천시,사립,광서유치원,032-321-7333,032-324-9333,경기도 부천시 상동 520-12번지,경기도 부천시 호수로 10-17,14504,37.5133673999,126.7521100327
부천시,사립,꿈별유치원,032-667-0331,032-668-7909,경기도 부천시 중동 1186번지,경기도 부천시 중동로 166-1,14609,37.4941820359,126.7680504793
부천시,사립,대장유치원,032-349-2400,032-341-8543,경기도 부천시 소사본동 403번지,경기도 부천시 소사로78번길 85,14774,37.4674555038,126.8004970972
부천시,사립,도담유치원,032-324-2164,032-324-2165,경기도 부천시 중동 1185-2번지,경기도 부천시 부흥로303번길 31-1,14581,37.4956268034,126.7742654199
부천시,사립,동원유치원,032-674-4130,032-674-4524,경기도 부천시 도당동 129-1번지,경기도 부천시 성곡로69번길 48,14483,37.5188112503,126.7948270971
부천시,사립,동화유치원,032-321-2022,032-321-2023,경기도 부천시 중동 1040-6번지,경기도 부천시 중동로 325,14536,37.5088436916,126.7693278407
부천시,사립,룸비니유치원,032-652-0058,032-662-8881,경기도 부천시 원미동 184-5번지,경기도 부천시 조종로68번가길 4,14646,37.4917321827,126.7924032646
부천시,사립,멘사유치원,032-341-7953,032-341-7958,경기도 부천시 범박동 152-1번지,경기도 부천시 범안로96번길 39,14777,37.4725120337,126.8069949371
부천시,사립,목화유치원,032-662-1096,032-662-1097,경기도 부천시 송내동 340번지,경기도 부천시 경인로29번길 32-1,14729,37.4848763996,126.7599389317
부천시,사립,무지개유치원,032-344-0535,032-343-2748,경기도 부천시 괴안동 120-13번지,경기도 부천시 안곡로 113,14687,37.4802086525,126.8138261628
부천시,사립,민영유치원,032-321-3100,032-321-5101,경기도 부천시 상동 393번지 한아름마을,,14596,37.4955915641,126.7524408753
부천시,사립,반석유치원,032-665-0082,032-611-0081,경기도 부천시 원미동 54-8번지 반석유치원,경기도 부천시 원미로143번길 6,14567,37.4954242339,126.7912734028
부천시,사립,분도유치원,032-347-6155,032-342-2705,경기도 부천시 소사동 20-81번지 분도유치원,경기도 부천시 소사로320번길 61,14660,37.4850723414,126.7966618981
부천시,사립,사랑샘유치원,032-328-2391,032-328-2392,경기도 부천시 상동 500-4번지,경기도 부천시 평천로 616-1,14506,37.5142551452,126.7586900198
부천시,사립,사랑유치원,032-321-2058,032-321-2059,경기도 부천시 상동 415번지 사랑마을,,14600,37.4958461180,126.7578227030
부천시,사립,상동유치원,032-323-0230,032-323-5155,경기도 부천시 상동 527-3번지 진달래마을,,14541,37.5080351948,126.7571834339
부천시,사립,새론원미유치원,032-667-0088,032-611-0088,경기도 부천시 원미동 194-1번지 원미음악원,경기도 부천시 조종로50번길 72,14572,37.4895911982,126.7892658673
부천시,사립,샘솔유치원,032-343-7202,032-343-7202,경기도 부천시 소사본동 143-28번지,경기도 부천시 은성로19번길 57,14706,37.4777052039,126.7932452956
부천시,사립,성빈센트유치원,032-321-9597,032-323-7083,경기도 부천시 중동 1171번지,경기도 부천시 소향로 124-2,14583,37.5012867186,126.7615255739
부천시,사립,세화유치원,032-324-0291,032-324-0294,경기도 부천시 상동 392번지,경기도 부천시 장말로 81,14596,37.4950090039,126.7496610478
